,userId,recommendations
150,86,"[Row(movieId=945, rating=4.997886657714844), Row(movieId=5915, rating=4.913114070892334), Row(movieId=6375, rating=4.78914737701416), Row(movieId=177593, rating=4.7885894775390625), Row(movieId=132333, rating=4.784140110015869), Row(movieId=5490, rating=4.784140110015869), Row(movieId=2936, rating=4.760287761688232), Row(movieId=3379, rating=4.746093273162842), Row(movieId=1046, rating=4.711373805999756), Row(movieId=130970, rating=4.708250999450684)]"
151,572,"[Row(movieId=25850, rating=5.750107765197754), Row(movieId=1212, rating=5.320626258850098), Row(movieId=7008, rating=5.2076568603515625), Row(movieId=25825, rating=5.1918864250183105), Row(movieId=2131, rating=5.167182445526123), Row(movieId=7579, rating=5.153225898742676), Row(movieId=7767, rating=5.139092922210693), Row(movieId=2732, rating=5.118721008300781), Row(movieId=8804, rating=5.11193323135376), Row(movieId=31522, rating=5.11193323135376)]"
152,205,"[Row(movieId=3379, rating=4.8319196701049805), Row(movieId=171495, rating=4.77641487121582), Row(movieId=7842, rating=4.713247299194336), Row(movieId=88448, rating=4.686279296875), Row(movieId=94810, rating=4.686279296875), Row(movieId=7121, rating=4.649727821350098), Row(movieId=78836, rating=4.644631385803223), Row(movieId=134796, rating=4.639330863952637), Row(movieId=7071, rating=4.639330863952637), Row(movieId=117531, rating=4.639330863952637)]"
153,168,"[Row(movieId=8405, rating=5.086033344268799), Row(movieId=931, rating=5.077273845672607), Row(movieId=4956, rating=5.068889617919922), Row(movieId=7008, rating=5.068190097808838), Row(movieId=3379, rating=5.056971549987793), Row(movieId=3030, rating=5.033404350280762), Row(movieId=3201, rating=5.023512363433838), Row(movieId=6460, rating=5.007394313812256), Row(movieId=26810, rating=5.000694274902344), Row(movieId=2905, rating=4.992708206176758)]"
154,142,"[Row(movieId=5915, rating=4.989151477813721), Row(movieId=43376, rating=4.831209659576416), Row(movieId=4495, rating=4.821370601654053), Row(movieId=8235, rating=4.821370601654053), Row(movieId=3494, rating=4.809872150421143), Row(movieId=171495, rating=4.8071465492248535), Row(movieId=3022, rating=4.806692600250244), Row(movieId=7008, rating=4.8028717041015625), Row(movieId=7121, rating=4.767236232757568), Row(movieId=33649, rating=4.76330041885376)]"
155,3,"[Row(movieId=5181, rating=5.006711959838867), Row(movieId=6835, rating=4.983270645141602), Row(movieId=5746, rating=4.983270645141602), Row(movieId=5919, rating=4.967663288116455), Row(movieId=4518, rating=4.557229518890381), Row(movieId=5764, rating=4.484942436218262), Row(movieId=26409, rating=4.484942436218262), Row(movieId=7899, rating=4.484942436218262), Row(movieId=1468, rating=4.16192626953125), Row(movieId=3024, rating=3.982412099838257)]"
156,178,"[Row(movieId=3379, rating=5.105391025543213), Row(movieId=7767, rating=4.940580368041992), Row(movieId=5915, rating=4.893832206726074), Row(movieId=177593, rating=4.8736772537231445), Row(movieId=27156, rating=4.869236946105957), Row(movieId=158966, rating=4.86124849319458), Row(movieId=2905, rating=4.852401256561279), Row(movieId=6442, rating=4.818973541259766), Row(movieId=3836, rating=4.815529823303223), Row(movieId=3341, rating=4.810674667358398)]"
157,308,"[Row(movieId=87234, rating=4.826205730438232), Row(movieId=6380, rating=4.7690324783325195), Row(movieId=94070, rating=4.609626770019531), Row(movieId=111617, rating=4.585092544555664), Row(movieId=106642, rating=4.57743501663208), Row(movieId=162344, rating=4.550695419311523), Row(movieId=98083, rating=4.550695419311523), Row(movieId=49286, rating=4.5299811363220215), Row(movieId=104925, rating=4.415403366088867), Row(movieId=54001, rating=4.413422107696533)]"
158,328,"[Row(movieId=3083, rating=4.739812850952148), Row(movieId=6380, rating=4.6657867431640625), Row(movieId=6620, rating=4.598666191101074), Row(movieId=7099, rating=4.5783491134643555), Row(movieId=89904, rating=4.4666242599487305), Row(movieId=3022, rating=4.44052791595459), Row(movieId=25825, rating=4.42608642578125), Row(movieId=5060, rating=4.411191940307617), Row(movieId=27563, rating=4.395410537719727), Row(movieId=1927, rating=4.393473148345947)]"
159,20,"[Row(movieId=2303, rating=5.351010799407959), Row(movieId=26326, rating=5.322816848754883), Row(movieId=25947, rating=5.322816848754883), Row(movieId=1046, rating=5.308895111083984), Row(movieId=26258, rating=5.223264217376709), Row(movieId=720, rating=5.111688137054443), Row(movieId=48342, rating=5.076021194458008), Row(movieId=7122, rating=5.076021194458008), Row(movieId=3083, rating=5.072371482849121), Row(movieId=8580, rating=5.061276435852051)]"
160,40,"[Row(movieId=3925, rating=5.508114337921143), Row(movieId=1223, rating=5.2897138595581055), Row(movieId=745, rating=5.270641326904297), Row(movieId=1237, rating=5.191934585571289), Row(movieId=3083, rating=5.182102203369141), Row(movieId=1272, rating=5.1399455070495605), Row(movieId=1279, rating=5.124874114990234), Row(movieId=1199, rating=5.093590259552002), Row(movieId=4349, rating=5.087379455566406), Row(movieId=6192, rating=5.058104515075684)]"
161,470,"[Row(movieId=26528, rating=4.4698262214660645), Row(movieId=5915, rating=4.44315242767334), Row(movieId=7842, rating=4.416835784912109), Row(movieId=7669, rating=4.387504577636719), Row(movieId=25947, rating=4.379880428314209), Row(movieId=26326, rating=4.379880428314209), Row(movieId=3086, rating=4.356295108795166), Row(movieId=26471, rating=4.329367637634277), Row(movieId=3814, rating=4.325577735900879), Row(movieId=3429, rating=4.316967487335205)]"
162,164,"[Row(movieId=82, rating=5.487534523010254), Row(movieId=2303, rating=5.468722820281982), Row(movieId=2563, rating=5.399031639099121), Row(movieId=720, rating=5.397665977478027), Row(movieId=48342, rating=5.2377729415893555), Row(movieId=7122, rating=5.2377729415893555), Row(movieId=3814, rating=5.194382667541504), Row(movieId=28, rating=5.185159683227539), Row(movieId=3429, rating=5.17512321472168), Row(movieId=1446, rating=5.168820381164551)]"
163,429,"[Row(movieId=7842, rating=6.184293746948242), Row(movieId=7669, rating=5.71810245513916), Row(movieId=3086, rating=5.669370174407959), Row(movieId=3451, rating=5.560949325561523), Row(movieId=32892, rating=5.522420406341553), Row(movieId=7767, rating=5.496236801147461), Row(movieId=1281, rating=5.437325954437256), Row(movieId=1046, rating=5.431502819061279), Row(movieId=26528, rating=5.414971828460693), Row(movieId=6086, rating=5.390734672546387)]"
164,500,"[Row(movieId=1979, rating=5.2785444259643555), Row(movieId=3379, rating=5.265982627868652), Row(movieId=951, rating=5.064243316650391), Row(movieId=158966, rating=5.05553674697876), Row(movieId=96004, rating=5.032168388366699), Row(movieId=199, rating=5.02541971206665), Row(movieId=95182, rating=5.0224080085754395), Row(movieId=3347, rating=5.004912853240967), Row(movieId=7748, rating=4.966907024383545), Row(movieId=177593, rating=4.952764511108398)]"
165,169,"[Row(movieId=1046, rating=5.6278252601623535), Row(movieId=7121, rating=5.504879474639893), Row(movieId=30803, rating=5.496377944946289), Row(movieId=945, rating=5.465503692626953), Row(movieId=177593, rating=5.444736480712891), Row(movieId=3086, rating=5.416566371917725), Row(movieId=32892, rating=5.412262916564941), Row(movieId=26528, rating=5.378446102142334), Row(movieId=7669, rating=5.371949672698975), Row(movieId=5915, rating=5.37154483795166)]"
166,283,"[Row(movieId=6818, rating=4.642963409423828), Row(movieId=5490, rating=4.604804992675781), Row(movieId=132333, rating=4.604804992675781), Row(movieId=158872, rating=4.56703519821167), Row(movieId=5915, rating=4.53269100189209), Row(movieId=5690, rating=4.504115104675293), Row(movieId=3477, rating=4.465493202209473), Row(movieId=8542, rating=4.454014301300049), Row(movieId=3814, rating=4.44415283203125), Row(movieId=69524, rating=4.439816951751709)]"
167,139,"[Row(movieId=5034, rating=3.6235008239746094), Row(movieId=89904, rating=3.490400791168213), Row(movieId=102217, rating=3.459322690963745), Row(movieId=26133, rating=3.3934311866760254), Row(movieId=86290, rating=3.366804599761963), Row(movieId=33779, rating=3.358043670654297), Row(movieId=4495, rating=3.349703311920166), Row(movieId=8235, rating=3.349703311920166), Row(movieId=3022, rating=3.3376848697662354), Row(movieId=3451, rating=3.230590581893921)]"
168,359,"[Row(movieId=32892, rating=4.856038570404053), Row(movieId=1046, rating=4.768802165985107), Row(movieId=177593, rating=4.6394219398498535), Row(movieId=945, rating=4.635928153991699), Row(movieId=926, rating=4.574766635894775), Row(movieId=319, rating=4.529589653015137), Row(movieId=74727, rating=4.450384140014648), Row(movieId=5867, rating=4.438862323760986), Row(movieId=30803, rating=4.435250759124756), Row(movieId=3200, rating=4.411812782287598)]"
169,479,"[Row(movieId=3341, rating=4.949804306030273), Row(movieId=1232, rating=4.946389675140381), Row(movieId=232, rating=4.889482498168945), Row(movieId=1936, rating=4.835883140563965), Row(movieId=3111, rating=4.803369522094727), Row(movieId=5915, rating=4.783811569213867), Row(movieId=1446, rating=4.730829238891602), Row(movieId=2891, rating=4.707322120666504), Row(movieId=28, rating=4.698119640350342), Row(movieId=3910, rating=4.641820430755615)]"
170,340,"[Row(movieId=3379, rating=5.499705791473389), Row(movieId=171495, rating=5.431650161743164), Row(movieId=5915, rating=5.385421276092529), Row(movieId=27156, rating=5.328528881072998), Row(movieId=26133, rating=5.322544097900391), Row(movieId=8235, rating=5.3204803466796875), Row(movieId=4495, rating=5.3204803466796875), Row(movieId=7121, rating=5.2940568923950195), Row(movieId=78836, rating=5.275764465332031), Row(movieId=7071, rating=5.272402286529541)]"
171,431,"[Row(movieId=89904, rating=5.168365955352783), Row(movieId=89759, rating=5.054051399230957), Row(movieId=73344, rating=5.01336669921875), Row(movieId=6235, rating=4.952845573425293), Row(movieId=187717, rating=4.905541896820068), Row(movieId=100556, rating=4.905541896820068), Row(movieId=6611, rating=4.905541896820068), Row(movieId=167064, rating=4.905541896820068), Row(movieId=160644, rating=4.905541896820068), Row(movieId=158966, rating=4.888242721557617)]"
172,295,"[Row(movieId=7767, rating=5.338171005249023), Row(movieId=7587, rating=5.282908916473389), Row(movieId=27397, rating=5.252143383026123), Row(movieId=4393, rating=5.203106880187988), Row(movieId=4298, rating=5.203106880187988), Row(movieId=6533, rating=5.203106880187988), Row(movieId=7939, rating=5.203106880187988), Row(movieId=174053, rating=5.199900150299072), Row(movieId=7841, rating=5.198768615722656), Row(movieId=1873, rating=5.192228317260742)]"
173,250,"[Row(movieId=1046, rating=5.780763149261475), Row(movieId=32892, rating=5.650465965270996), Row(movieId=7842, rating=5.616819858551025), Row(movieId=8580, rating=5.54490852355957), Row(movieId=7669, rating=5.5064005851745605), Row(movieId=55363, rating=5.488874435424805), Row(movieId=161582, rating=5.457205295562744), Row(movieId=3022, rating=5.439624309539795), Row(movieId=3083, rating=5.405957221984863), Row(movieId=7587, rating=5.386309623718262)]"
174,402,"[Row(movieId=30803, rating=5.233070373535156), Row(movieId=928, rating=5.223964691162109), Row(movieId=2303, rating=5.022970676422119), Row(movieId=1046, rating=5.01417875289917), Row(movieId=5915, rating=5.008285045623779), Row(movieId=7121, rating=4.980728626251221), Row(movieId=55280, rating=4.942632675170898), Row(movieId=55721, rating=4.933516502380371), Row(movieId=48342, rating=4.930105686187744), Row(movieId=7122, rating=4.930105686187744)]"
175,432,"[Row(movieId=86320, rating=5.125411033630371), Row(movieId=32892, rating=5.018352031707764), Row(movieId=45503, rating=4.9000630378723145), Row(movieId=30803, rating=4.821376800537109), Row(movieId=2843, rating=4.6992998123168945), Row(movieId=177593, rating=4.670161724090576), Row(movieId=7018, rating=4.64961576461792), Row(movieId=47423, rating=4.646666049957275), Row(movieId=27751, rating=4.590572357177734), Row(movieId=130970, rating=4.586243629455566)]"
176,582,"[Row(movieId=183897, rating=5.005201816558838), Row(movieId=7842, rating=4.98325252532959), Row(movieId=98491, rating=4.950166702270508), Row(movieId=60943, rating=4.850175380706787), Row(movieId=59018, rating=4.850175380706787), Row(movieId=69524, rating=4.835903644561768), Row(movieId=94810, rating=4.77173376083374), Row(movieId=88448, rating=4.77173376083374), Row(movieId=6442, rating=4.7505011558532715), Row(movieId=67618, rating=4.749183654785156)]"
177,94,"[Row(movieId=3404, rating=4.725589275360107), Row(movieId=3086, rating=4.342805862426758), Row(movieId=3200, rating=4.302705764770508), Row(movieId=945, rating=4.282539367675781), Row(movieId=7669, rating=4.280257225036621), Row(movieId=26528, rating=4.26438570022583), Row(movieId=183897, rating=4.264003753662109), Row(movieId=720, rating=4.241123676300049), Row(movieId=141718, rating=4.16864013671875), Row(movieId=3379, rating=4.1655120849609375)]"
178,377,"[Row(movieId=3379, rating=5.5808281898498535), Row(movieId=6818, rating=5.497706890106201), Row(movieId=158966, rating=5.366994857788086), Row(movieId=3347, rating=5.249068260192871), Row(movieId=27611, rating=5.114541530609131), Row(movieId=27156, rating=5.1143798828125), Row(movieId=8477, rating=5.088843822479248), Row(movieId=25771, rating=5.084312438964844), Row(movieId=170705, rating=5.058884143829346), Row(movieId=945, rating=5.047943592071533)]"
179,570,"[Row(movieId=30803, rating=4.195030689239502), Row(movieId=47423, rating=4.180820941925049), Row(movieId=171495, rating=4.164549350738525), Row(movieId=7121, rating=4.164237976074219), Row(movieId=1046, rating=4.155272483825684), Row(movieId=67618, rating=4.13959264755249), Row(movieId=174551, rating=4.139354705810547), Row(movieId=130970, rating=4.139354705810547), Row(movieId=147330, rating=4.139354705810547), Row(movieId=126430, rating=4.139354705810547)]"
180,57,"[Row(movieId=3030, rating=4.7030839920043945), Row(movieId=6460, rating=4.672613143920898), Row(movieId=2202, rating=4.654668807983398), Row(movieId=4642, rating=4.621646404266357), Row(movieId=4956, rating=4.60183048248291), Row(movieId=4160, rating=4.5991010665893555), Row(movieId=670, rating=4.5991010665893555), Row(movieId=3379, rating=4.583709239959717), Row(movieId=5915, rating=4.573146820068359), Row(movieId=3494, rating=4.55517578125)]"
181,292,"[Row(movieId=3086, rating=4.943967342376709), Row(movieId=7842, rating=4.837334156036377), Row(movieId=7669, rating=4.800856590270996), Row(movieId=67618, rating=4.695384502410889), Row(movieId=26528, rating=4.479962348937988), Row(movieId=32892, rating=4.467395305633545), Row(movieId=98491, rating=4.437492847442627), Row(movieId=1046, rating=4.434699535369873), Row(movieId=7121, rating=4.432056903839111), Row(movieId=1172, rating=4.41525411605835)]"
182,306,"[Row(movieId=130518, rating=4.771529197692871), Row(movieId=87234, rating=4.472914218902588), Row(movieId=98491, rating=4.449409008026123), Row(movieId=183897, rating=4.403112888336182), Row(movieId=92643, rating=4.3879289627075195), Row(movieId=89745, rating=4.355332851409912), Row(movieId=102217, rating=4.326725482940674), Row(movieId=3086, rating=4.326193332672119), Row(movieId=66943, rating=4.307948589324951), Row(movieId=945, rating=4.30140495300293)]"
183,339,"[Row(movieId=5915, rating=5.06804084777832), Row(movieId=30803, rating=5.026602268218994), Row(movieId=86504, rating=4.95728063583374), Row(movieId=47423, rating=4.955161094665527), Row(movieId=6666, rating=4.935763359069824), Row(movieId=446, rating=4.913439750671387), Row(movieId=7018, rating=4.910187721252441), Row(movieId=3836, rating=4.901500225067139), Row(movieId=7767, rating=4.898809432983398), Row(movieId=1272, rating=4.88333797454834)]"
184,120,"[Row(movieId=306, rating=5.15065336227417), Row(movieId=5915, rating=5.136861801147461), Row(movieId=599, rating=5.115026950836182), Row(movieId=2936, rating=5.055484771728516), Row(movieId=65642, rating=5.037638187408447), Row(movieId=7008, rating=5.009115219116211), Row(movieId=6192, rating=4.872874736785889), Row(movieId=177593, rating=4.866701126098633), Row(movieId=7767, rating=4.8657708168029785), Row(movieId=3019, rating=4.859951496124268)]"
185,54,"[Row(movieId=5915, rating=3.7193498611450195), Row(movieId=30803, rating=3.6860132217407227), Row(movieId=7767, rating=3.574774742126465), Row(movieId=86237, rating=3.5609307289123535), Row(movieId=134796, rating=3.5609307289123535), Row(movieId=74226, rating=3.5609307289123535), Row(movieId=117531, rating=3.5609307289123535), Row(movieId=179135, rating=3.5609307289123535), Row(movieId=26073, rating=3.5609307289123535), Row(movieId=7071, rating=3.5609307289123535)]"
186,559,"[Row(movieId=5915, rating=4.615819931030273), Row(movieId=1148, rating=4.606081008911133), Row(movieId=745, rating=4.569281101226807), Row(movieId=27156, rating=4.558839797973633), Row(movieId=720, rating=4.546101093292236), Row(movieId=3379, rating=4.539745807647705), Row(movieId=55020, rating=4.516022682189941), Row(movieId=6192, rating=4.506092548370361), Row(movieId=8235, rating=4.4928107261657715), Row(movieId=4495, rating=4.4928107261657715)]"
187,491,"[Row(movieId=7842, rating=5.443084239959717), Row(movieId=26528, rating=5.276226997375488), Row(movieId=32892, rating=5.234193325042725), Row(movieId=142422, rating=5.215046405792236), Row(movieId=94070, rating=5.211874961853027), Row(movieId=8580, rating=5.1065754890441895), Row(movieId=147374, rating=5.091753005981445), Row(movieId=945, rating=5.089080810546875), Row(movieId=7669, rating=5.088169097900391), Row(movieId=3086, rating=5.0867390632629395)]"
188,235,"[Row(movieId=1046, rating=4.8560566902160645), Row(movieId=7767, rating=4.837718486785889), Row(movieId=30803, rating=4.8329877853393555), Row(movieId=5915, rating=4.81968879699707), Row(movieId=905, rating=4.761275768280029), Row(movieId=43376, rating=4.756062030792236), Row(movieId=7008, rating=4.730752944946289), Row(movieId=3451, rating=4.718989849090576), Row(movieId=4495, rating=4.715038299560547), Row(movieId=8235, rating=4.715038299560547)]"
189,545,"[Row(movieId=158872, rating=5.444317817687988), Row(movieId=7018, rating=5.12048864364624), Row(movieId=4535, rating=4.911714553833008), Row(movieId=1232, rating=4.848688125610352), Row(movieId=47423, rating=4.847158908843994), Row(movieId=30803, rating=4.800941467285156), Row(movieId=5867, rating=4.798283576965332), Row(movieId=333, rating=4.79821252822876), Row(movieId=82, rating=4.765619277954102), Row(movieId=7076, rating=4.753448009490967)]"
190,96,"[Row(movieId=928, rating=5.992931365966797), Row(movieId=8235, rating=5.744671821594238), Row(movieId=4495, rating=5.744671821594238), Row(movieId=2295, rating=5.567472457885742), Row(movieId=1218, rating=5.555645942687988), Row(movieId=2563, rating=5.541942596435547), Row(movieId=43376, rating=5.396651268005371), Row(movieId=1361, rating=5.386354923248291), Row(movieId=7121, rating=5.380857944488525), Row(movieId=66371, rating=5.367919921875)]"
191,452,"[Row(movieId=945, rating=5.9439873695373535), Row(movieId=7121, rating=5.872724533081055), Row(movieId=170705, rating=5.871207237243652), Row(movieId=171495, rating=5.834433555603027), Row(movieId=3200, rating=5.811336994171143), Row(movieId=67618, rating=5.8000898361206055), Row(movieId=80906, rating=5.787225723266602), Row(movieId=33649, rating=5.7771172523498535), Row(movieId=179135, rating=5.767174243927002), Row(movieId=26073, rating=5.767174243927002)]"
192,544,"[Row(movieId=158872, rating=6.555078506469727), Row(movieId=86345, rating=6.384006023406982), Row(movieId=599, rating=6.032195091247559), Row(movieId=306, rating=5.990787029266357), Row(movieId=92535, rating=5.962242126464844), Row(movieId=7008, rating=5.7997307777404785), Row(movieId=3925, rating=5.7730913162231445), Row(movieId=5915, rating=5.755653381347656), Row(movieId=3067, rating=5.665061950683594), Row(movieId=1211, rating=5.662327289581299)]"
193,266,"[Row(movieId=931, rating=5.666179180145264), Row(movieId=5135, rating=5.450946807861328), Row(movieId=27156, rating=5.380116939544678), Row(movieId=3379, rating=5.318202972412109), Row(movieId=3030, rating=5.314294338226318), Row(movieId=96004, rating=5.304098606109619), Row(movieId=1243, rating=5.27161979675293), Row(movieId=6192, rating=5.258537292480469), Row(movieId=4146, rating=5.236068248748779), Row(movieId=6669, rating=5.170296669006348)]"
194,507,"[Row(movieId=25947, rating=4.718445301055908), Row(movieId=26326, rating=4.718445301055908), Row(movieId=26258, rating=4.616466522216797), Row(movieId=2303, rating=4.509744644165039), Row(movieId=4642, rating=4.455019950866699), Row(movieId=720, rating=4.378578186035156), Row(movieId=3814, rating=4.357731819152832), Row(movieId=1947, rating=4.317608833312988), Row(movieId=8261, rating=4.287407398223877), Row(movieId=1148, rating=4.273858547210693)]"
195,48,"[Row(movieId=48342, rating=5.275103569030762), Row(movieId=7122, rating=5.275103569030762), Row(movieId=59141, rating=5.157979488372803), Row(movieId=26326, rating=5.106558799743652), Row(movieId=25947, rating=5.106558799743652), Row(movieId=3379, rating=5.102270603179932), Row(movieId=6442, rating=5.09364128112793), Row(movieId=44761, rating=5.06108283996582), Row(movieId=26528, rating=5.04238224029541), Row(movieId=899, rating=5.018896102905273)]"
196,191,"[Row(movieId=2935, rating=5.49498176574707), Row(movieId=7327, rating=5.493035316467285), Row(movieId=3030, rating=5.4216766357421875), Row(movieId=1248, rating=5.3472137451171875), Row(movieId=2318, rating=5.299182891845703), Row(movieId=190, rating=5.289080619812012), Row(movieId=8405, rating=5.288488388061523), Row(movieId=1251, rating=5.26572847366333), Row(movieId=1041, rating=5.248415946960449), Row(movieId=931, rating=5.243902683258057)]"
197,163,"[Row(movieId=3379, rating=4.518416404724121), Row(movieId=6818, rating=4.443471908569336), Row(movieId=183897, rating=4.441336154937744), Row(movieId=92643, rating=4.406921863555908), Row(movieId=66943, rating=4.405900955200195), Row(movieId=3347, rating=4.276587009429932), Row(movieId=945, rating=4.262642860412598), Row(movieId=25771, rating=4.253289222717285), Row(movieId=131130, rating=4.22416877746582), Row(movieId=131610, rating=4.22416877746582)]"
198,5,"[Row(movieId=3022, rating=4.7877397537231445), Row(movieId=8235, rating=4.787326812744141), Row(movieId=4495, rating=4.787326812744141), Row(movieId=3451, rating=4.756467342376709), Row(movieId=4678, rating=4.73776388168335), Row(movieId=3822, rating=4.6972784996032715), Row(movieId=26258, rating=4.666696548461914), Row(movieId=1683, rating=4.661965370178223), Row(movieId=2295, rating=4.655570030212402), Row(movieId=25947, rating=4.655396461486816)]"
199,268,"[Row(movieId=25825, rating=5.190645217895508), Row(movieId=3030, rating=5.1874237060546875), Row(movieId=6639, rating=5.0973615646362305), Row(movieId=2511, rating=5.075864791870117), Row(movieId=7700, rating=5.026909351348877), Row(movieId=25850, rating=5.007655620574951), Row(movieId=4914, rating=4.958259582519531), Row(movieId=334, rating=4.950270652770996), Row(movieId=1243, rating=4.898015975952148), Row(movieId=2300, rating=4.817909240722656)]"
200,258,"[Row(movieId=5222, rating=6.033117294311523), Row(movieId=3379, rating=5.729615688323975), Row(movieId=2709, rating=5.728079319000244), Row(movieId=1392, rating=5.721330642700195), Row(movieId=2135, rating=5.706427097320557), Row(movieId=7748, rating=5.6939873695373535), Row(movieId=928, rating=5.690849781036377), Row(movieId=1939, rating=5.6687774658203125), Row(movieId=7122, rating=5.6153645515441895), Row(movieId=48342, rating=5.6153645515441895)]"
201,279,"[Row(movieId=6818, rating=4.601326942443848), Row(movieId=8477, rating=4.5210347175598145), Row(movieId=306, rating=4.515643119812012), Row(movieId=26810, rating=4.46601676940918), Row(movieId=3379, rating=4.458311080932617), Row(movieId=1237, rating=4.45576286315918), Row(movieId=6442, rating=4.447948455810547), Row(movieId=3925, rating=4.4340667724609375), Row(movieId=3201, rating=4.393660068511963), Row(movieId=27397, rating=4.386716842651367)]"
202,430,"[Row(movieId=73344, rating=5.5215277671813965), Row(movieId=158966, rating=5.346685886383057), Row(movieId=89759, rating=5.302887916564941), Row(movieId=83827, rating=5.2844038009643555), Row(movieId=3379, rating=5.283971309661865), Row(movieId=62250, rating=5.27072811126709), Row(movieId=6380, rating=5.237995624542236), Row(movieId=6611, rating=5.229380130767822), Row(movieId=167064, rating=5.229380130767822), Row(movieId=160644, rating=5.229380130767822)]"
203,397,"[Row(movieId=7008, rating=4.893253326416016), Row(movieId=5915, rating=4.874869346618652), Row(movieId=599, rating=4.804867267608643), Row(movieId=8405, rating=4.741285800933838), Row(movieId=2067, rating=4.679393768310547), Row(movieId=132333, rating=4.647536754608154), Row(movieId=5490, rating=4.647536754608154), Row(movieId=6530, rating=4.621532440185547), Row(movieId=6192, rating=4.613636016845703), Row(movieId=306, rating=4.590667724609375)]"
204,19,"[Row(movieId=6818, rating=4.159433841705322), Row(movieId=8477, rating=4.150650501251221), Row(movieId=3030, rating=4.147527694702148), Row(movieId=25771, rating=4.121160507202148), Row(movieId=3379, rating=4.067681312561035), Row(movieId=27156, rating=4.044393539428711), Row(movieId=26865, rating=4.019234657287598), Row(movieId=3266, rating=3.9488365650177), Row(movieId=1148, rating=3.9283924102783203), Row(movieId=2037, rating=3.9248204231262207)]"
205,560,"[Row(movieId=3379, rating=4.619230270385742), Row(movieId=6818, rating=4.535398483276367), Row(movieId=171495, rating=4.527989387512207), Row(movieId=170705, rating=4.485677242279053), Row(movieId=1217, rating=4.398349761962891), Row(movieId=6442, rating=4.385544300079346), Row(movieId=27156, rating=4.383440971374512), Row(movieId=2905, rating=4.372420787811279), Row(movieId=138966, rating=4.371757984161377), Row(movieId=179135, rating=4.371757984161377)]"
206,92,"[Row(movieId=6818, rating=5.518285751342773), Row(movieId=138966, rating=5.323253154754639), Row(movieId=134796, rating=5.323253154754639), Row(movieId=74226, rating=5.323253154754639), Row(movieId=117531, rating=5.323253154754639), Row(movieId=86237, rating=5.323253154754639), Row(movieId=7071, rating=5.323253154754639), Row(movieId=26073, rating=5.323253154754639), Row(movieId=179135, rating=5.323253154754639), Row(movieId=4708, rating=5.323253154754639)]"
207,542,"[Row(movieId=1483, rating=5.5187788009643555), Row(movieId=55280, rating=5.4229207038879395), Row(movieId=54004, rating=5.306670188903809), Row(movieId=2534, rating=5.120021820068359), Row(movieId=4033, rating=5.071955680847168), Row(movieId=2303, rating=5.049594879150391), Row(movieId=1392, rating=5.042313575744629), Row(movieId=7122, rating=5.029952049255371), Row(movieId=48342, rating=5.029952049255371), Row(movieId=55052, rating=5.023223876953125)]"
208,553,"[Row(movieId=1046, rating=5.343705654144287), Row(movieId=7121, rating=5.214888572692871), Row(movieId=106100, rating=5.1850810050964355), Row(movieId=43376, rating=5.182441234588623), Row(movieId=1734, rating=5.168610572814941), Row(movieId=4495, rating=5.154554843902588), Row(movieId=8235, rating=5.154554843902588), Row(movieId=2905, rating=5.111814498901367), Row(movieId=8580, rating=5.1097917556762695), Row(movieId=48342, rating=5.108027458190918)]"
209,419,"[Row(movieId=86345, rating=5.7005228996276855), Row(movieId=158872, rating=5.640568256378174), Row(movieId=306, rating=5.557204723358154), Row(movieId=92535, rating=5.480681419372559), Row(movieId=4102, rating=5.142810821533203), Row(movieId=1211, rating=5.125302791595459), Row(movieId=86347, rating=5.110138893127441), Row(movieId=6818, rating=5.101345062255859), Row(movieId=599, rating=5.079293251037598), Row(movieId=47423, rating=5.078312873840332)]"
210,415,"[Row(movieId=5915, rating=5.086176872253418), Row(movieId=7008, rating=5.055154800415039), Row(movieId=7767, rating=4.904671669006348), Row(movieId=3379, rating=4.903257369995117), Row(movieId=30803, rating=4.891096591949463), Row(movieId=2905, rating=4.853353977203369), Row(movieId=4956, rating=4.843222141265869), Row(movieId=599, rating=4.819040298461914), Row(movieId=1217, rating=4.801764488220215), Row(movieId=171495, rating=4.790982246398926)]"
211,257,"[Row(movieId=106100, rating=4.89698600769043), Row(movieId=5666, rating=4.758759021759033), Row(movieId=2709, rating=4.697739601135254), Row(movieId=26249, rating=4.664586544036865), Row(movieId=97304, rating=4.646416187286377), Row(movieId=5650, rating=4.626457214355469), Row(movieId=5015, rating=4.551591873168945), Row(movieId=4167, rating=4.546186923980713), Row(movieId=93008, rating=4.516571998596191), Row(movieId=25906, rating=4.516571998596191)]"
212,299,"[Row(movieId=945, rating=4.996244430541992), Row(movieId=3379, rating=4.949676513671875), Row(movieId=6442, rating=4.809779644012451), Row(movieId=33649, rating=4.804413318634033), Row(movieId=177593, rating=4.787350654602051), Row(movieId=7121, rating=4.7772111892700195), Row(movieId=6666, rating=4.7608723640441895), Row(movieId=59814, rating=4.691956043243408), Row(movieId=171763, rating=4.689189910888672), Row(movieId=3347, rating=4.682473182678223)]"
